7 8 1 1.000201
14 8 1 1.025694
20 1 1 1.026186
20 1 1 1.026272
20 1 1 1.026399
20 6 1 1.026523
20 0 1 2.027589
20 0 1 2.027678
20 15 1 2.027950
20 15 1 2.028016
20 3 1 2.028637
20 3 1 2.028897
20 15 1 2.085770
21 3 1 2.086536
20 2 1 2.086884
20 2 1 2.086950
20 1 1 2.087123
20 1 1 2.087189
20 1 1 2.087248
20 0 1 2.087373
20 0 1 2.087436
20 4 1 2.087538
20 4 1 2.087632
20 4 1 2.087699
20 4 1 2.087934
20 4 1 2.088000
20 14 1 2.088162
20 14 1 2.088243
20 5 1 2.088968
20 5 1 2.089032
20 0 1 2.089404
13 7 1 2.091116
20 14 1 2.091273
20 14 1 2.091350
21 3 1 2.091532
21 3 1 2.091611
21 0 1 2.092011
20 11 1 2.092269
20 3 1 2.092554
21 0 1 2.092681
4 7 1 2.093494
20 22 1 2.094130
20 19 1 2.094300
21 0 1 2.094450
21 0 1 2.094515
20 26 1 2.095209
20 26 1 2.095272
6 7 1 2.095493
6 7 1 2.095555
20 13 1 2.095674
21 12 1 2.095785
20 22 1 2.095888
21 7 1 2.096010
20 0 1 2.096404
20 18 1 2.096652
20 18 1 2.096720
20 18 1 2.096790
21 0 0 2.097187
20 22 0 2.097658
20 22 0 2.097723
20 1 0 2.097787
20 0 0 2.097958
20 0 0 2.098104
18 20 1 2.098168
21 3 0 2.098264
18 12 1 2.098328
20 3 0 2.098474
20 22 0 2.098537
21 7 0 2.098599
20 0 0 2.098703
20 21 0 2.098822
20 0 0 2.098931
20 11 0 2.099131
5 7 0 2.099195
20 2 0 2.099301
20 2 0 2.099374
20 23 0 2.099456
20 14 0 2.099531
20 31 0 2.099718
20 26 0 2.099781
18 12 1 2.099888
18 18 1 2.099957
18 18 1 2.100018
21 4 0 2.100088
20 3 0 2.100163
18 2 1 2.100272
20 1 0 2.100346
18 2 1 2.100473
18 2 1 2.100550
18 21 1 2.100723
18 21 1 2.100786
18 21 1 2.100860
20 1 0 2.100928
18 12 1 2.101053
19 3 1 2.101117
20 30 0 2.101210
20 29 0 2.101333
18 2 1 2.101430
18 2 1 2.101514
18 14 1 2.101577
18 15 1 2.101654
21 0 0 2.102030
20 19 0 2.102627
18 5 1 2.102758
18 5 1 2.102822
18 4 1 2.102882
18 21 1 2.103005
20 16 0 2.103112
18 12 1 2.103201
18 12 1 2.103318
19 2 1 2.103503
19 2 1 2.103607
21 0 0 2.103999
20 5 0 2.104180
18 3 1 2.104281
18 4 1 2.104368
18 25 1 2.104568
18 24 1 2.104818
18 14 1 2.105073
18 21 1 2.105198
18 16 1 2.105404
19 0 1 2.105556
20 5 0 2.105624
20 17 0 2.105815
20 6 0 2.105966
17 18 1 2.106142
18 3 1 2.106282
20 15 0 2.106368
18 16 1 2.106613
17 18 1 2.107067
18 23 1 2.107332
18 14 1 2.107492
18 14 1 2.107609
20 14 0 2.107892
18 1 1 2.108056
