72 33 1 1.000195
70 71 1 1.017863
78 12 1 1.019790
75 38 1 1.078452
74 4 1 1.079844
79 81 1 1.082147
74 103 1 1.083383
82 33 1 1.083800
74 123 1 1.086045
78 125 1 1.087566
80 48 1 1.089498
73 78 1 1.090316
79 61 1 1.092636
74 94 1 1.094788
79 12 1 1.096106
75 88 1 1.098295
71 5 0 1.100621
72 33 0 1.103994
71 10 0 1.105658
83 62 1 1.105845
80 58 1 1.110318
77 25 1 1.112551
78 27 1 1.113958
68 126 0 1.120638
69 104 0 1.121086
66 111 0 1.122081
70 6 0 1.124281
67 104 0 1.124459
76 8 1 1.125601
69 90 0 1.125784
78 3 1 1.126179
78 3 1 1.126285
78 3 1 1.126348
72 24 0 1.127184
74 98 1 1.129476
72 25 0 1.129558
66 112 0 1.131133
72 5 0 1.131350
70 115 0 1.131766
69 113 0 1.132426
69 88 0 1.133324
72 22 0 1.133752
72 1 0 1.135260
82 58 1 1.135673
82 58 1 1.135758
75 0 1 1.138493
78 48 1 1.139007
77 122 1 1.139544
83 63 1 1.139970
74 121 1 1.141271
74 121 1 1.141336
82 64 1 1.141823
82 64 1 1.141903
7 58 1 1.142640
34 63 1 1.143142
16 61 1 1.143359
85 59 1 1.145070
3 60 1 1.147235
42 65 1 1.147358
83 13 1 1.148620
82 62 1 1.148755
86 61 1 1.148891
77 48 1 1.149289
46 64 1 1.149450
80 35 1 1.149649
56 64 1 1.149918
16 57 1 1.150326
16 57 1 1.150430
77 85 1 1.150555
80 28 1 1.150660
7 60 1 1.151925
79 18 1 1.152800
75 4 1 1.153445
81 48 1 1.153627
80 38 1 1.153840
85 60 1 1.154876
10 61 1 1.155262
10 61 1 1.155323
84 62 1 1.155451
84 62 1 1.155522
84 58 1 1.155597
82 63 1 1.156188
82 63 1 1.156257
79 108 1 1.156395
74 102 1 1.156753
77 123 1 1.156867
86 63 1 1.157135
75 114 1 1.157257
10 62 1 1.187871
78 57 1 1.187999
78 57 1 1.188073
74 111 1 1.190223
81 0 1 1.192367
76 8 1 1.193147
2 60 1 1.193545
2 60 1 1.194058
101 65 1 1.194891
101 65 1 1.299441
101 65 1 1.299534
33 63 1 1.301512
74 118 1 1.301685
78 88 1 1.302007
45 63 1 1.302615
45 63 1 1.302701
70 50 0 1.302832
80 62 1 1.303105
80 58 1 1.303182
78 40 1 1.303403
79 14 1 1.303577
33 62 1 1.303895
71 37 0 1.304211
70 51 0 1.304468
78 29 1 1.304781
45 59 1 1.305098
45 59 1 1.305146
71 39 0 1.305235
14 61 1 1.305687
14 61 1 1.305736
81 14 1 1.305855
84 63 1 1.306036
76 92 1 1.306293
72 2 0 1.306413
44 63 1 1.306592
80 20 1 1.306710
69 118 0 1.306763
70 118 0 1.307015
78 32 1 1.307400
80 26 1 1.307495
76 21 1 1.307583
69 80 0 1.307835
75 118 1 1.308326
79 82 1 1.308405
68 101 0 1.308530
78 29 0 1.308952
77 33 1 1.309111
79 45 1 1.309198
70 28 0 1.309284
74 72 1 1.309435
81 59 1 1.309553
9 57 1 1.309675
69 101 0 1.309835
76 11 1 1.310055
76 11 1 1.310107
79 62 1 1.310299
80 17 1 1.310385
46 63 1 1.310639
46 63 1 1.310688
81 15 1 1.310774
77 10 1 1.310864
81 50 1 1.311450
76 20 1 1.311637
76 20 1 1.311686
77 52 1 1.311942
74 114 1 1.312029
33 65 1 1.312353
68 120 0 1.312609
72 26 0 1.312898
79 123 1 2.313301
79 123 1 2.313354
76 108 1 2.313475
79 1 1 2.313598
80 127 1 2.313781
80 127 1 2.313837
80 127 1 2.313890
76 44 1 2.314439
76 44 1 2.314496
76 12 1 2.314703
77 3 1 2.314789
81 88 1 2.314910
0 61 1 2.315230
82 65 1 2.315314
77 26 1 2.315544
73 73 1 2.315765
79 121 1 2.316085
77 47 1 2.316565
74 109 1 2.316852
74 109 1 2.316975
74 109 1 2.317060
75 83 1 2.317876
75 83 1 2.318005
81 57 1 2.318134
7 62 1 2.318437
79 79 1 2.318781
83 42 1 2.319108
76 3 1 2.319235
83 56 1 2.319439
81 5 1 2.320046
76 90 1 2.320314
76 90 1 2.320387
75 112 1 2.320558
75 112 1 2.320632
81 31 1 2.320803
76 87 1 2.321067
74 99 1 2.321612
73 98 1 2.321735
76 112 1 2.321905
77 81 1 2.322309
9 63 1 2.322764
75 53 1 2.322888
82 52 1 2.323199
82 52 1 2.323273
124 39 1 2.323445
75 8 1 2.323616
79 47 1 2.324443
80 34 1 2.324613
84 57 1 2.325160
84 57 1 2.325233
79 7 1 2.325403
80 79 1 2.325807
75 97 1 2.326024
80 1 1 2.329232
78 28 1 2.329474
77 14 1 2.329655
75 76 1 2.331001
75 100 1 2.333278
75 81 1 2.335657
76 99 1 2.335848
82 59 1 2.336823
82 59 1 2.336900
54 66 1 2.338535
39 60 1 2.338668
23 59 1 2.342027
82 54 1 2.344055
82 54 1 2.344147
78 122 1 2.344840
