20 14 1 1.383083
21 13 1 1.386339
31 18 0 1.400243
23 13 1 1.437787
23 14 1 1.438490
0 12 1 1.446477
0 12 1 1.446618
7 13 1 1.446758
3 13 1 1.448461
16 0 1 1.449565
16 2 1 2.477686
17 4 1 2.480044
15 2 1 2.485402
15 2 1 2.485473
15 2 1 2.485514
29 1 1 2.486701
15 2 0 2.515948
15 2 1 2.636117
14 4 1 2.643424
15 5 0 2.661072
16 0 0 2.663026
14 2 1 2.666556
14 2 1 2.675973
14 6 1 2.676556
15 2 0 2.679748
16 3 0 2.679890
13 8 1 2.680422
12 23 1 2.680556
12 23 1 2.680632
15 12 0 2.680711
14 2 1 2.681237
16 10 0 2.681420
12 29 1 2.681933
12 29 1 2.682049
12 12 1 2.682281
15 2 1 2.682357
14 2 1 2.682483
14 2 1 2.682558
14 2 1 2.682633
14 19 0 2.682708
14 6 1 2.682933
14 2 1 2.683109
14 2 1 2.683183
13 10 1 2.684940
13 10 1 2.685026
13 10 1 2.685105
13 7 1 2.685182
13 7 1 2.685257
17 0 0 2.687217
13 12 1 2.688128
13 10 1 2.688267
13 10 1 2.688305
12 26 1 2.688480
12 26 1 2.688525
12 31 1 2.688760
12 31 1 2.688798
14 2 1 2.688917
13 4 1 2.689429
12 18 1 2.689544
12 28 1 2.689609
13 20 1 2.689720
13 20 1 2.689757
13 22 1 2.689819
15 0 1 2.689856
16 2 0 2.689968
13 7 1 2.690592
13 20 1 2.690984
13 20 1 2.691087
12 28 1 2.691305
12 28 1 2.691396
13 24 1 2.691746
13 19 1 2.691942
13 19 1 2.691983
13 21 1 2.692157
12 21 1 2.692408
12 23 1 2.692482
12 23 1 2.692520
13 9 1 2.693499
15 0 1 2.693887
14 0 1 2.694064
14 0 1 2.694155
14 0 1 2.694246
13 10 1 2.694640
13 10 1 2.694731
12 23 1 2.695004
14 2 1 2.697124
14 2 1 2.697349
13 8 1 2.700603
13 8 1 2.700797
16 2 0 2.701171
14 0 1 2.701786
14 0 1 2.701894
13 9 1 2.702613
14 2 1 2.703137
13 19 1 2.703449
13 19 1 2.703541
12 27 1 2.703998
14 0 1 2.711310
14 6 1 2.717028
12 29 1 2.718140
12 29 1 2.719205
14 16 0 2.722990
13 17 1 2.740023
13 17 1 2.740135
14 8 1 2.740379
13 10 1 2.743731
12 22 1 2.743949
12 24 1 2.744422
12 24 1 2.744523
13 11 1 2.745894
13 11 1 2.745997
28 14 1 2.746137
11 12 1 2.746323
12 22 1 2.746665
14 3 1 2.747002
16 0 0 2.747549
16 0 0 2.748351
14 23 0 2.748892
23 14 1 2.749852
23 14 1 2.749949
12 22 1 2.750279
12 12 1 2.750451
12 12 1 2.750583
12 13 1 2.751013
14 21 0 2.751251
16 10 0 2.751370
15 6 0 2.751855
15 3 0 2.753077
14 21 0 2.769603
14 21 0 2.769841
14 2 1 2.781795
15 16 0 2.793892
16 2 0 2.794236
11 25 1 2.795812
11 25 1 2.795914
11 25 1 2.795992
11 13 1 2.796576
11 13 1 2.796661
12 21 1 2.796789
14 8 1 2.796915
13 11 1 2.797040
13 11 1 2.797114
12 18 1 2.798386
13 2 1 2.798531
13 2 1 2.798607
14 16 0 2.798782
12 28 1 2.798907
12 11 1 2.799154
11 12 1 2.799427
11 12 1 2.799502
13 9 1 2.799868
13 9 1 2.799943
11 30 1 2.800370
14 7 1 2.800739
15 5 0 2.800815
31 14 1 2.801068
31 14 1 2.801144
14 2 1 2.801366
12 18 1 2.801491
13 9 1 2.802111
15 2 0 2.802280
12 25 1 2.802594
13 11 1 2.802708
13 11 1 2.802746
18 13 1 2.803045
18 13 1 2.803082
15 11 0 2.803358
13 9 1 2.803426
