20 24 1 1.022505
20 11 1 1.082651
24 5 1 1.083990
1 20 1 1.087124
1 20 1 1.087190
9 6 0 1.088510
7 31 0 1.284401
18 30 0 1.285434
30 31 0 1.287051
24 3 1 1.288935
23 27 1 1.355381
5 13 1 1.363288
14 20 1 1.366379
13 16 0 1.367587
13 16 0 1.373965
16 13 0 1.503922
25 29 1 1.521210
25 29 1 1.521387
16 16 1 1.521847
27 31 1 1.522105
27 31 1 1.522173
25 5 1 1.522363
2 10 1 1.522453
10 17 1 1.522653
10 17 1 1.522711
15 21 1 1.522815
5 13 1 1.522994
17 22 1 1.523203
17 22 1 1.523240
23 28 1 1.523327
17 23 1 1.523437
16 22 1 1.523881
16 16 0 1.524128
5 12 1 1.524220
26 29 1 1.524384
14 20 1 1.524471
14 20 1 1.524508
19 24 1 1.524666
19 24 1 1.524704
19 25 1 1.524768
13 21 1 1.524929
13 21 1 1.524966
21 27 1 1.525166
10 22 1 1.525323
23 7 1 1.525808
23 7 1 1.525849
15 20 1 1.525936
15 20 1 1.525973
20 26 1 1.526059
20 26 1 1.526096
20 25 1 1.526182
7 15 1 1.526315
13 20 1 1.526568
2 10 1 1.526678
14 19 1 1.527003
14 19 1 1.527039
19 24 1 1.527221
6 27 1 1.527282
3 12 1 1.527440
3 12 1 1.527477
10 18 1 1.527546
10 18 1 1.527584
15 20 1 1.527670
21 26 1 1.528449
21 26 1 1.528488
26 31 1 1.528862
22 25 0 1.528899
8 14 0 1.529296
18 23 1 1.529576
23 7 1 1.529687
29 31 0 1.529821
23 26 0 1.531214
19 25 1 1.531560
21 10 1 1.531646
10 19 1 1.531732
25 27 0 1.533495
6 13 1 1.533754
13 19 1 1.533816
14 1 0 1.534022
16 23 1 1.534180
13 19 1 1.534360
1 9 1 1.534785
1 9 1 1.534872
3 13 1 1.534934
19 25 1 1.534996
9 13 1 1.536117
15 22 1 1.536845
19 24 1 1.536935
15 21 1 1.537021
15 21 1 1.537058
15 21 1 1.537094
21 11 1 1.537155
21 11 1 1.537192
22 25 0 1.537993
2 10 1 1.538819
25 5 1 1.539050
24 29 1 1.539232
2 12 1 1.539318
16 22 1 1.539781
17 20 0 1.540394
25 27 0 1.540650
25 27 0 1.540687
25 27 0 1.540724
20 28 1 1.540835
2 10 1 1.540944
20 25 1 1.541149
3 12 1 1.541210
17 21 0 1.541606
3 31 1 1.541668
1 8 1 1.541850
1 8 1 1.541886
25 27 0 1.541972
0 9 1 1.542105
7 17 1 1.542309
3 12 1 1.543114
13 20 1 1.543390
17 23 1 1.546883
17 23 1 1.547075
17 23 1 1.547175
13 14 0 1.547547
13 14 0 1.547656
25 5 1 1.548033
29 31 0 1.548868
16 20 0 1.549244
23 25 0 1.550402
0 4 0 1.570595
6 11 0 1.589579
6 28 1 1.590272
6 28 1 1.590362
9 14 0 1.590766
13 20 1 1.591065
15 22 1 1.591257
14 20 1 1.592574
14 20 1 1.592669
13 21 1 1.592906
13 21 1 1.592983
16 22 1 1.593270
7 27 1 1.593404
7 27 1 1.593483
13 20 1 1.595316
13 20 1 1.595390
14 22 1 1.595526
23 28 1 1.595968
29 0 1 1.596546
8 17 1 1.596937
8 17 1 1.597016
22 6 0 1.597537
0 10 1 1.597838
2 12 1 1.598197
2 12 1 1.598282
16 22 1 1.598548
9 17 1 1.620691
23 29 1 1.621043
18 25 1 1.622064
1 6 0 1.622356
4 9 0 1.622774
6 14 1 1.638188
21 24 0 1.638403
18 25 1 1.639193
9 14 0 1.639500
13 20 1 1.640035
18 20 0 1.640247
6 11 0 1.641088
0 4 0 1.641782
9 14 0 1.642635
25 27 0 1.643414
28 30 0 1.644062
26 28 0 1.644305
24 27 0 1.645119
3 8 0 1.645266
20 23 0 1.646203
10 15 0 1.646952
10 15 0 1.647174
8 13 0 1.647579
11 15 0 1.647686
25 27 0 1.647977
3 9 0 1.648482
8 20 0 1.648857
22 24 0 1.649448
27 30 0 1.649896
4 9 0 1.650318
24 26 0 1.651149
2 7 0 1.651446
30 30 0 1.652113
26 29 0 1.652446
29 31 0 1.652553
6 10 0 1.652616
10 15 0 1.654109
21 25 0 1.654629
4 9 0 1.654732
18 21 0 1.654877
10 15 0 1.655419
21 24 0 1.655479
4 9 0 1.655570
21 24 0 1.656382
12 15 0 1.656511
7 12 0 1.656641
22 25 0 1.656779
8 14 0 1.656987
3 9 0 1.657439
7 10 0 1.657642
9 14 0 1.657696
30 31 0 1.657791
1 7 0 1.657964
26 28 0 1.658344
3 9 0 1.658684
20 24 0 1.659604
17 20 0 1.659775
20 23 0 1.660362
8 13 0 1.660988
27 29 0 1.661046
17 21 0 1.661102
20 23 0 1.661196
3 8 0 1.661494
22 25 0 1.661549
10 15 0 1.661914
27 29 0 1.662556
9 14 0 1.662969
28 30 0 1.663684
24 26 0 1.663903
4 10 0 1.664072
18 21 0 1.664206
23 8 0 1.664264
20 20 0 1.664552
25 27 0 1.664764
22 25 0 1.664862
24 26 0 1.665070
8 17 1 1.665392
4 13 1 1.665488
7 27 1 1.665923
8 13 0 1.666126
2 7 0 1.666186
0 5 0 1.666434
0 5 0 1.666604
7 13 0 1.666739
22 25 0 1.666835
5 10 0 1.666970
21 24 0 1.667060
17 25 1 1.672230
9 15 0 1.672856
7 16 1 1.673414
7 16 1 1.673541
17 16 1 1.674500
6 11 0 1.674724
8 18 1 1.675229
5 14 1 1.675450
1 6 0 1.675677
0 5 0 1.684520
8 18 1 1.698321
8 18 1 1.698786
0 6 0 1.698903
12 16 0 1.707274
1 6 0 1.708376
6 15 1 1.711868
8 12 0 1.712904
8 12 0 1.717098
14 15 0 1.717642
1 6 0 1.717950
21 24 0 1.718185
8 13 0 1.718567
16 20 0 1.719204
12 16 0 1.719393
9 13 0 1.719524
19 20 0 1.720539
16 20 0 1.720782
5 10 0 1.720958
2 7 0 1.721427
7 12 0 1.721556
23 25 0 1.721631
7 11 0 1.721908
18 12 0 1.722059
0 5 0 1.722184
12 16 0 1.722429
4 9 0 1.722953
0 6 0 1.723061
12 15 0 1.723151
5 10 0 1.723231
3 9 0 1.723553
16 20 0 1.723629
11 15 0 1.724004
16 12 0 1.724209
11 15 0 1.724383
2 7 0 1.724558
4 10 0 1.724684
11 14 0 1.724858
20 23 0 1.724985
7 12 0 1.725482
1 11 1 1.725708
1 11 1 1.725783
21 26 1 1.725955
21 26 1 1.726124
6 10 0 1.728493
7 26 1 1.728773
19 23 0 1.729009
16 20 0 1.747229
16 20 0 1.747397
20 23 0 1.747462
0 9 1 1.748064
0 9 1 1.748131
6 11 0 1.748642
3 13 1 1.749082
1 10 1 1.750009
1 7 0 1.761199
3 7 0 1.763967
3 9 0 1.764090
10 16 0 1.764539
20 23 0 1.764625
2 6 0 1.764854
10 16 0 1.765085
17 20 0 1.765213
12 15 0 1.765342
6 16 1 1.765673
1 5 0 1.765804
22 28 1 1.765936
4 9 0 1.766165
5 10 0 1.766347
23 26 0 1.766721
3 7 0 1.766898
17 21 0 1.767023
1 6 0 1.767250
26 28 0 1.767375
10 14 0 1.767450
1 6 0 1.767672
8 13 0 1.767994
11 15 0 1.768267
18 21 0 1.768394
24 26 0 1.768468
24 27 0 1.768692
12 16 0 1.769005
16 20 0 1.769550
28 30 0 1.769958
12 16 0 1.770348
0 5 0 1.770430
7 10 0 1.770601
2 7 0 1.770776
1 5 0 1.770886
5 10 0 1.771911
18 22 0 1.771976
10 19 1 1.772610
26 28 0 1.772762
0 5 0 1.773322
0 5 0 1.773830
23 26 0 1.774064
9 13 0 1.774130
7 13 0 1.774193
1 6 0 1.774280
26 29 0 1.774317
1 9 1 1.774429
1 9 1 1.774467
1 9 1 1.774504
10 15 0 1.774591
7 12 0 1.774654
4 8 0 1.774788
12 15 0 1.774825
7 11 0 1.774863
7 17 1 1.775125
22 25 0 1.775403
0 5 0 1.775615
1 9 1 1.775917
6 10 0 1.776037
16 22 1 1.776192
16 22 1 1.776280
16 20 0 1.776369
13 16 0 1.776582
10 14 0 1.776854
5 11 0 1.776942
7 17 1 1.777153
5 13 1 1.777302
23 26 0 1.777815
17 21 0 1.778329
12 16 0 1.778424
11 15 0 1.778645
11 15 0 1.778735
3 8 0 1.778975
11 16 0 1.779150
20 23 0 1.779188
3 6 0 1.779251
9 14 0 1.779314
11 15 0 1.779424
9 17 1 1.779461
1 7 0 1.779547
11 16 0 1.779610
19 22 0 1.779647
9 14 0 1.779684
14 22 1 1.779770
9 14 0 1.779949
1 4 0 1.780087
6 11 0 1.780270
17 19 0 1.780332
9 14 0 1.780571
9 14 0 1.780614
9 18 1 1.780677
19 24 1 1.780763
6 11 0 1.780800
26 28 0 1.780837
0 4 0 1.780949
12 16 0 1.780986
10 17 1 1.781023
10 17 1 1.781060
8 13 0 1.781123
26 27 0 1.781258
4 10 0 1.781344
6 11 0 1.781430
4 10 0 1.781516
5 10 0 1.781553
23 26 0 1.781615
18 22 0 1.781725
2 8 0 1.781870
17 21 0 1.782035
5 9 0 1.782290
17 20 0 1.782327
19 22 0 1.782558
11 15 0 1.782740
19 22 0 1.782802
12 16 0 1.782863
5 9 0 1.782934
10 15 0 1.783098
9 18 1 1.783140
17 21 0 1.783182
25 27 0 1.783253
